date,mean_temp,lat,lon,ID,degree_days,cumulative_degree_days,thermal_suitability_index
01/04/2024,-6.7,70.3706,31.1107,Varanger,0,0,0
02/04/2024,-7.6,70.3706,31.1107,Varanger,0,0,0
03/04/2024,-5.7,70.3706,31.1107,Varanger,0,0,0
04/04/2024,-6.2,70.3706,31.1107,Varanger,0,0,0
05/04/2024,-7.4,70.3706,31.1107,Varanger,0,0,0
06/04/2024,-7,70.3706,31.1107,Varanger,0,0,0
07/04/2024,-3.2,70.3706,31.1107,Varanger,0,0,0
08/04/2024,-2.2,70.3706,31.1107,Varanger,0,0,0
09/04/2024,-0.5,70.3706,31.1107,Varanger,0,0,0
10/04/2024,1.6,70.3706,31.1107,Varanger,0,0,0
11/04/2024,2.4,70.3706,31.1107,Varanger,0,0,0
12/04/2024,0.6,70.3706,31.1107,Varanger,0,0,0
13/04/2024,1.2,70.3706,31.1107,Varanger,0,0,0
14/04/2024,2.8,70.3706,31.1107,Varanger,0,0,0
15/04/2024,0.7,70.3706,31.1107,Varanger,0,0,0
16/04/2024,-1.7,70.3706,31.1107,Varanger,0,0,0
17/04/2024,-2,70.3706,31.1107,Varanger,0,0,0
18/04/2024,-3.7,70.3706,31.1107,Varanger,0,0,0
19/04/2024,-4.5,70.3706,31.1107,Varanger,0,0,0
20/04/2024,-3.1,70.3706,31.1107,Varanger,0,0,0
21/04/2024,-1.5,70.3706,31.1107,Varanger,0,0,0
22/04/2024,-3.4,70.3706,31.1107,Varanger,0,0,0
23/04/2024,-0.9,70.3706,31.1107,Varanger,0,0,0
24/04/2024,2.1,70.3706,31.1107,Varanger,0,0,0
25/04/2024,2,70.3706,31.1107,Varanger,0,0,0
26/04/2024,1.8,70.3706,31.1107,Varanger,0,0,0
27/04/2024,0.9,70.3706,31.1107,Varanger,0,0,0
28/04/2024,1.1,70.3706,31.1107,Varanger,0,0,0
29/04/2024,1.6,70.3706,31.1107,Varanger,0,0,0
30/04/2024,2.1,70.3706,31.1107,Varanger,0,0,0
